	level1	level2	level3	topic	level	keywords
203	történelem	történelmi korszak és esemény	holokauszt	holokauszt	3	gázkamra; gettó; krematórium; barakk; halálmenet; deportálva; munkaszolgálatos; bergen-belsen; mauthausenba; holocaust; appel; appelplatzon; auschwitz; auswitz; birkenau; hitler; mathausenba; mauthausen; ss; aranyvonat; deportál; deportálás; elhurcol; holocaust; holokauszt; holokausztábrázolás; menlevél; vagon; vagoníroz; vagonírozás; vesztőhely
204	történelem	történelmi korszak és esemény	felszabadulás	felszabadulás	3	fölszabadulás; felszabadulás; fölszabadul; fölszabadít
205	történelem	történelmi korszak és esemény	forradalom	forradalom	3	ötvenhat; ellenforradalom; felkelő; forradalom; népfelkelés
206	történelem	történelmi korszak és esemény	Horthy-korszak	Horthy-korszak	3	Horthy; Horthy-korszak
207	történelem	történelmi korszak és esemény	Rákosi-korszak	Rákosi-korszak	3	Rákosi; Rákosi-korszak
208	történelem	történelmi korszak és esemény	Kádár-korszak	Kádár-korszak	3	Kádár; Kádár-korszak
209	történelem	történelmi korszak és esemény	rendszerváltás	rendszerváltás	3	rendszerváltás; 89; kárpótlás; nyolcvankilencbe; reformkoncepció; rendszerváltozás; változás; ügynöklista
210	történelem	történelmi korszak és esemény	rendszerváltás utáni időszak	rendszerváltás utáni időszak	3	90-es; 2000-es
211	tudomány			tudomány	1	kutatóintézet; szociálpszichológia; irodalompszichológia; kandidátus; pszichoanalízis; pszichológus; biztosításkutató; phd; pénzügykutatási; pénzügykutató; doktori; egészségpszichológia; fizika; freudi; freudizmus; freudomarxizmus; intézet; irodalomszociológu; kardiológi; kultúraelméletből; közgazdasági; matematikából; művészetpszichológia; nagydoktorit; opponens; orvos-fizika; orvos-kémia; pszichoanalitikai; pszichoanalitikus; pszichológia; szociálpszichológiai; szociálpszichológus; társadalomelméletből; történelem; ösztönelmélet
212	tudomány	szociológia		szociológia	2	szociológus; családtörténet; kérdőív; szociológia; szociológiai; ökoszociológus
213	tudomány	tudományos tevékenység		tudományos tevékenység	2	kutatás; interjú; kérdőív; konferencia; antiszemitizmus-kutatás; elemzés; esettanulmány; identitás; interjúvázlat; iskolakutatás; iskolavizsgálat; kutat; kutató; médiakutatás; szegénységkutatás; féliigstrukturált; interjúkészítés; mtmt; tárki; adat; biztosításügyhöz; cigánykutatás; cigányvizsgálat; disszertáció; egészségkutatás; elemez; feldolgozik; felmérés; filozófus; hipotézis; időmérleg-felvétel; ifjúságkutatás; impaktfaktora; interjúer; interjúk; interjús; interjúszerkesztő; interjúz; iskolakutatá; konfliktuselmélet; kutatik; kutatva; kutatási; kutatóintézet; megkutat; módszer; projekt; pályázik; pénzügy; szakmunkásvizsgálat; szegénykutatás; szegényvizsgálat; szerkesztőség; tanulmány; tartalomelemzés; terepgyakorlat; tudományos; vizsgálat; állatkísérlet; értékvizsgálat
214	tudomány	tudományos tevékenység	tanulmányút	tanulmányút	3	ösztöndíj
215	tudomány	tudományos esemény		tudományos esemény	2	világkongresszus; kongresszus; konferencia; workshop
216	tudomány	tudományos közlés		tudományos közlés	2	folyóirat; cikk; szakirodalom; tanulmány; mtmt; bibliográfia; impaktfaktor; hivatkozás
217	válság			válság	1	válság; csőd; megszorítás
218	technológia és innováció			technológia és innováció	1	technológia; innováció; informatika; program; számítógép; fejlesztő; fejlesztés; felújít; gépesítés; internet; iskolafejlesztési; szabadalom; termékfejlesztés; innováció; innovatív; technológia; újítás
